Survey	Date	Station	Temp	TopEC	BottomEC	Secchi	Turbidity	Lat	Long	Comments
1	1/5/2009	902	7.4	858	777	92	NA	NA	NA	NA
1	1/5/2009	906	8	469	478	129	NA	NA	NA	NA
1	1/5/2009	910	8.2	548	587	77	NA	NA	NA	NA
1	1/5/2009	912	8.2	997	991	63	NA	NA	NA	NA
1	1/5/2009	914	7.8	604	601	157	NA	NA	NA	NA
1	1/5/2009	915	7.5	803	801	140	NA	NA	NA	NA
1	1/5/2009	918	7.6	787	758	154	NA	NA	NA	NA
1	1/5/2009	919	7.7	263	265	194	NA	NA	NA	NA
1	1/6/2009	703	9.2	1966	7230	70	NA	NA	NA	NA
1	1/6/2009	704	9.3	3604	8030	40	NA	NA	NA	NA
1	1/6/2009	705	8	548	640	50	NA	NA	NA	NA
1	1/6/2009	706	9.1	2080	5250	58	NA	NA	NA	NA
1	1/6/2009	707	8.1	1109	1085	35	NA	NA	NA	NA
1	1/6/2009	711	7.9	246	263	59	NA	NA	NA	NA
1	1/6/2009	716	8.1	239	232	77	NA	NA	NA	NA
1	1/6/2009	723	8	242	242	68	NA	NA	NA	NA
1	1/6/2009	812	7.7	800	800	52	NA	NA	NA	NA
1	1/6/2009	815	7.7	496	500	94	NA	NA	NA	NA
1	1/7/2009	501	8.5	19580	21440	48	NA	NA	NA	NA
1	1/7/2009	508	8.2	12470	18050	43	NA	NA	NA	NA
1	1/7/2009	513	8	8020	13790	59	NA	NA	NA	NA
1	1/7/2009	519	8.3	16220	15890	40	NA	NA	NA	NA
1	1/7/2009	801	7.9	6730	8760	50	NA	NA	NA	NA
1	1/7/2009	804	7.6	3946	4695	70	NA	NA	NA	NA
1	1/8/2009	405	9.6	28040	33970	75	NA	NA	NA	NA
1	1/8/2009	411	9.6	28280	33300	80	NA	NA	NA	NA
1	1/8/2009	418	9.5	28850	34480	90	NA	NA	NA	NA
1	1/8/2009	504	9.2	21600	26830	67	NA	NA	NA	NA
1	1/8/2009	520	8.5	11160	15360	67	NA	NA	NA	NA
1	1/8/2009	602	8.9	24120	23780	49	NA	NA	NA	NA
1	1/8/2009	606	8.6	15750	16460	50	NA	NA	NA	NA
1	1/8/2009	609	8.4	12580	12580	50	NA	NA	NA	NA
1	1/8/2009	610	8.1	9900	10100	55	NA	NA	NA	NA
2	1/20/2009	809	8.7	1540	1625	90	NA	NA	NA	NA
2	1/20/2009	901	8.9	1004	1030	111	NA	NA	NA	NA
2	1/20/2009	902	8.7	850	854	137	NA	NA	NA	NA
2	1/20/2009	906	9.3	490	524	199	NA	NA	NA	NA
2	1/20/2009	910	9.6	539	568	200	NA	NA	NA	NA
2	1/20/2009	912	9.4	1040	1023	200	NA	NA	NA	NA
2	1/20/2009	914	9.3	603	598	198	NA	NA	NA	NA
2	1/20/2009	915	9.1	764	767	121	NA	NA	NA	NA
2	1/20/2009	918	9.1	727	730	123	NA	NA	NA	NA
2	1/20/2009	919	9.7	305	304	160	NA	NA	NA	NA
2	1/21/2009	703	9.7	6540	7860	87	NA	NA	NA	NA
2	1/21/2009	704	9.5	9970	11660	70	NA	NA	NA	NA
2	1/21/2009	705	9	902	998	113	NA	NA	NA	NA
2	1/21/2009	706	9.3	1850	5620	90	NA	NA	NA	NA
2	1/21/2009	707	9.6	1455	3284	110	NA	NA	NA	NA
2	1/21/2009	711	9.7	262	267	200	NA	NA	NA	NA
2	1/21/2009	716	9.9	282	297	119	NA	NA	NA	NA
2	1/21/2009	723	10.3	234	231	200	NA	NA	NA	NA
2	1/21/2009	812	8.7	906	885	155	NA	NA	NA	NA
2	1/21/2009	815	9.1	513	589	200	NA	NA	NA	NA
2	1/22/2009	501	9.9	20810	22830	83	NA	NA	NA	NA
2	1/22/2009	504	9.8	19570	24090	95	NA	NA	NA	NA
2	1/22/2009	508	9.4	10000	18140	90	NA	NA	NA	NA
2	1/22/2009	513	9.3	8090	13530	102	NA	NA	NA	NA
2	1/22/2009	519	9.6	13700	19640	90	NA	NA	NA	NA
2	1/22/2009	520	9.6	13320	15570	90	NA	NA	NA	NA
2	1/22/2009	801	9.3	5710	8460	90	NA	NA	NA	NA
2	1/22/2009	804	9.3	6700	4787	120	NA	NA	NA	NA
2	1/23/2009	405	10.5	27110	31930	90	NA	NA	NA	NA
2	1/23/2009	411	10.4	28060	30460	58	NA	NA	NA	NA
2	1/23/2009	418	10.4	27100	30170	85	NA	NA	NA	NA
2	1/23/2009	602	10.2	21190	22180	60	NA	NA	NA	NA
2	1/23/2009	606	9.9	10180	15890	39	NA	NA	NA	NA
2	1/23/2009	609	9.7	9810	9820	37	NA	NA	NA	NA
2	1/23/2009	610	9.5	9150	10460	46	NA	NA	NA	NA
3	2/2/2009	809	9.3	1229	1313	110	NA	NA	NA	NA
3	2/2/2009	812	9.8	809	871	164	NA	NA	NA	NA
3	2/2/2009	815	10	543	556	130	NA	NA	NA	NA
3	2/2/2009	901	9.6	759	774	150	NA	NA	NA	NA
3	2/2/2009	902	9.7	841	850	160	NA	NA	NA	NA
3	2/2/2009	906	10.9	498	500	200	NA	NA	NA	NA
3	2/2/2009	910	11.1	830	842	170	NA	NA	NA	NA
3	2/2/2009	912	10.9	1043	1046	145	NA	NA	NA	NA
3	2/2/2009	914	10.6	776	991	150	NA	NA	NA	NA
3	2/2/2009	915	9.8	799	802	172	NA	NA	NA	NA
3	2/2/2009	918	9.9	765	769	150	NA	NA	NA	NA
3	2/2/2009	919	10.9	266	266	135	NA	NA	NA	NA
3	2/3/2009	703	10.4	2381	5400	69	NA	NA	NA	NA
3	2/3/2009	704	10.4	3563	5890	50	NA	NA	NA	NA
3	2/3/2009	705	10.3	699	719	80	NA	NA	NA	NA
3	2/3/2009	706	10.3	2707	3300	51	NA	NA	NA	NA
3	2/3/2009	707	10.3	817	858	60	NA	NA	NA	NA
3	2/3/2009	711	9.9	249	247	131	NA	NA	NA	NA
3	2/3/2009	716	9.8	292	302	110	NA	NA	NA	NA
3	2/3/2009	723	9.8	267	260	120	NA	NA	NA	NA
3	2/4/2009	501	10.5	18820	22900	75	NA	NA	NA	NA
3	2/4/2009	504	10.6	18040	22980	84	NA	NA	NA	NA
3	2/4/2009	508	10.3	11940	17320	55	NA	NA	NA	NA
3	2/4/2009	519	10.7	14540	18050	86	NA	NA	NA	NA
3	2/4/2009	520	10.4	8750	12930	88	NA	NA	NA	NA
3	2/4/2009	801	9.9	5800	8460	69	NA	NA	NA	NA
3	2/4/2009	804	10	3498	3959	74	NA	NA	NA	NA
3	2/5/2009	405	10.9	26620	34500	90	NA	NA	NA	NA
3	2/5/2009	411	10.9	27700	32440	90	NA	NA	NA	NA
3	2/5/2009	418	10.7	28680	33590	94	NA	NA	NA	NA
3	2/5/2009	513	10.8	17000	18920	90	NA	NA	NA	NA
3	2/5/2009	602	10.6	22040	22870	71	NA	NA	NA	NA
3	2/5/2009	606	10.6	9150	14100	57	NA	NA	NA	NA
3	2/5/2009	609	10.6	5270	5260	60	NA	NA	NA	NA
3	2/5/2009	610	10.5	5910	7230	71	NA	NA	NA	NA
4	2/17/2009	809	9.6	1034	NA	67	NA	NA	NA	NA
4	2/17/2009	901	9.7	724	NA	88	NA	NA	NA	NA
4	2/17/2009	902	9.5	684	NA	160	NA	NA	NA	NA
4	2/17/2009	906	10.1	505	500	180	NA	NA	NA	NA
4	2/17/2009	910	10.1	616	645	167	NA	NA	NA	NA
4	2/17/2009	912	10.7	1150	1167	147	NA	NA	NA	NA
4	2/17/2009	914	10	698	NA	121	NA	NA	NA	NA
4	2/17/2009	915	9.6	696	NA	193	NA	NA	NA	NA
4	2/17/2009	918	9.8	722	NA	120	NA	NA	NA	NA
4	2/17/2009	919	9.9	387	395	200	NA	NA	NA	NA
4	2/18/2009	405	10.5	14000	14330	16	NA	NA	NA	NA
4	2/18/2009	411	10	16300	23520	50	NA	NA	NA	NA
4	2/18/2009	418	10.5	12020	13650	41	NA	NA	NA	NA
4	2/18/2009	501	9.8	11950	13960	67	NA	NA	NA	NA
4	2/18/2009	504	10	8000	14660	78	NA	NA	NA	NA
4	2/18/2009	508	10.8	5070	11580	68	NA	NA	NA	NA
4	2/18/2009	513	10.6	3158	9820	64	NA	NA	NA	NA
4	2/18/2009	519	10.2	6610	12900	60	NA	NA	NA	NA
4	2/18/2009	520	10.3	3399	6240	60	NA	NA	NA	NA
4	2/18/2009	602	10.5	12160	12200	44	NA	NA	NA	NA
4	2/18/2009	606	10.3	9570	9660	37	NA	NA	NA	NA
4	2/18/2009	609	10.2	7940	8100	39	NA	NA	NA	NA
4	2/18/2009	610	10.4	5830	5930	30	NA	NA	NA	NA
4	2/18/2009	703	10.2	1312	1620	70	NA	NA	NA	NA
4	2/18/2009	704	10.5	464	1690	90	NA	NA	NA	NA
4	2/18/2009	705	10.2	630	605	130	NA	NA	NA	NA
4	2/18/2009	706	10.3	385	439	95	NA	NA	NA	NA
4	2/18/2009	707	9.8	298	297	110	NA	NA	NA	NA
4	2/18/2009	711	9.2	238	239	40	NA	NA	NA	NA
4	2/18/2009	716	9.3	374	394	95	NA	NA	NA	NA
4	2/18/2009	723	9.2	324	324	43	NA	NA	NA	NA
4	2/18/2009	801	10.6	3155	5450	60	NA	NA	NA	NA
4	2/18/2009	804	10.5	2517	2820	70	NA	NA	NA	NA
4	2/18/2009	812	9.8	492	493	155	NA	NA	NA	NA
4	2/18/2009	815	9.3	352	391	168	NA	NA	NA	NA
5	3/2/2009	703	12.6	296	297	25	NA	NA	NA	NA
5	3/2/2009	704	12.5	218	224	20	NA	NA	NA	NA
5	3/2/2009	705	12.5	210	214	25	NA	NA	NA	NA
5	3/2/2009	706	12.7	214	217	25	NA	NA	NA	NA
5	3/2/2009	707	12.7	244	246	20	NA	NA	NA	NA
5	3/2/2009	711	12.7	197	209	35	NA	NA	NA	NA
5	3/2/2009	716	12.7	235	264	30	NA	NA	NA	NA
5	3/2/2009	723	12.6	238	252	30	NA	NA	NA	NA
5	3/2/2009	809	12.3	358	403	66	NA	NA	NA	NA
5	3/2/2009	812	12.2	317	320	35	NA	NA	NA	NA
5	3/2/2009	815	12.3	278	279	40	NA	NA	NA	NA
5	3/2/2009	901	12	332	334	60	NA	NA	NA	NA
5	3/2/2009	902	12.4	442	467	90	NA	NA	NA	NA
5	3/2/2009	906	12.5	339	509	85	NA	NA	NA	NA
5	3/2/2009	910	12.9	495	609	130	NA	NA	NA	NA
5	3/2/2009	912	13	929	945	121	NA	NA	NA	NA
5	3/2/2009	914	12.7	597	595	150	NA	NA	NA	NA
5	3/2/2009	915	12.6	471	454	105	NA	NA	NA	NA
5	3/2/2009	918	12.8	540	549	102	NA	NA	NA	NA
5	3/2/2009	919	12.7	205	645	65	NA	NA	NA	NA
5	3/3/2009	405	11.9	12500	15590	28	NA	NA	NA	NA
5	3/3/2009	411	11.7	7300	11160	30	NA	NA	NA	NA
5	3/3/2009	418	11.7	4598	14000	40	NA	NA	NA	NA
5	3/3/2009	501	11.9	1776	3093	38	NA	NA	NA	NA
5	3/3/2009	504	11.8	5008	7040	50	NA	NA	NA	NA
5	3/3/2009	508	12	867	2036	32	NA	NA	NA	NA
5	3/3/2009	513	12.2	363	375	29	NA	NA	NA	NA
5	3/3/2009	519	12.1	1011	1047	30	NA	NA	NA	NA
5	3/3/2009	520	12.1	314	310	40	NA	NA	NA	NA
5	3/3/2009	602	11.7	1194	1221	30	NA	NA	NA	NA
5	3/3/2009	606	12.2	1647	1670	25	NA	NA	NA	NA
5	3/3/2009	609	12.1	2022	1963	32	NA	NA	NA	NA
5	3/3/2009	610	12.3	1117	1182	30	NA	NA	NA	NA
5	3/3/2009	801	12.2	298	300	31	NA	NA	NA	NA
5	3/3/2009	804	12.1	307	313	33	NA	NA	NA	NA
1	1/4/2010	501	9.3	17530	18300	40	30.8	38-04-25.4	122-01-29.4	NA
1	1/4/2010	504	9.3	14420	17040	70	16.9	38-03-23.0	121-59-23.4	NA
1	1/4/2010	508	9	12520	14430	65	18.8	38-02-46.3	121-54-59.7	NA
1	1/4/2010	513	9.1	9790	11501	68	14.7	38-03-30.4	121-52-20.9	NA
1	1/4/2010	519	9	12320	14990	60	16.9	38-04-27.2	121-57-28.1	NA
1	1/4/2010	520	9.1	6930	7980	65	18.3	38-02-06.5	121-52-41.3	NA
1	1/4/2010	801	9.1	7060	7600	68	14.2	38-02-17.1	121-50-30.9	NA
1	1/4/2010	804	9.3	4559	5040	64	12.5	38-01-03.8	121-47-46.9	NA
1	1/4/2010	809	9	1632	1670	91	9.3	38-03-05.0	121-41-39.5	NA
1	1/4/2010	901	9	1226	1230	145	6.3	38-02-43.0	121-36-58.1	NA
1	1/4/2010	902	9.1	992	1011	200	3.4	38-01-08.0	121-34-56.7	NA
1	1/4/2010	906	9.3	546	545	200	4	38-03-00.6	121-30-21.0	NA
1	1/4/2010	910	9.3	583	585	97	5.8	38-00-06.5	121-27-00.6	NA
1	1/4/2010	912	9.6	984	983	115	6.2	37-58-03.9	121-22-13.6	NA
1	1/4/2010	914	9.1	546	550	200	2.8	37-57-52.2	121-31-48.3	NA
1	1/4/2010	915	9	810	815	200	2.9	37-56-30.2	121-33-43.6	NA
1	1/4/2010	918	9.1	748	750	133	5	37-51-40.7	121-34-10.0	NA
1	1/4/2010	919	9.3	344	347	195	4.5	38-06-18.7	121-29-35.0	NA
1	1/5/2010	405	9.5	20500	35110	38	45.9	38-02-19.7	122-08-52.2	NA
1	1/5/2010	411	9.5	18010	19570	60	24.8	38-03-11.2	122-04-28.3	NA
1	1/5/2010	418	9.2	17390	20800	49	27.6	38-03-56.2	122-05-58.8	NA
1	1/5/2010	602	9.2	16550	16420	50	25.9	38-06-48.7	122-02-45.3	NA
1	1/5/2010	606	9.3	10390	10950	36	42.4	38-10-10.5	122-01-29.8	NA
1	1/5/2010	609	9	8580	8720	40	31.6	38-10-01.8	121-56-25.4	NA
1	1/5/2010	610	8.9	7050	7310	43	26.2	38-05-40.3	121-53-18.1	NA
1	1/5/2010	703	9.1	2954	4002	90	12.6	38-02-56.5	121-47-53.9	NA
1	1/5/2010	704	9.1	2464	3013	60	27.7	38-04-00.0	121-47-15.0	NA
1	1/5/2010	705	9	626	1353	100	10	38-06-08.7	121-42-31.7	NA
1	1/5/2010	706	9	930	989	90	26.4	38-05-08.3	121-44-57.9	NA
1	1/5/2010	707	9	378	383	135	11.5	38-07-05.8	121-42-14.0	NA
1	1/5/2010	711	9.1	316	325	145	6.4	38-10-36.7	121-39-41.7	NA
1	1/5/2010	716	9.1	355	356	95	8.2	38-14-24.8	121-41-10.6	NA
1	1/5/2010	723	9.2	344	346	85	7.2	38-14-18.8	121-40-22.1	NA
1	1/5/2010	812	9.2	1116	1115	131	5.8	38-05-22.0	121-38-18.9	NA
1	1/5/2010	815	9.2	608	603	182	4.4	38-05-04.3	121-34-20.9	NA
2	1/19/2010	508	9.6	10860	15250	58	21.6	38-02-46.9	121-54-56.6	NA
2	1/19/2010	513	9.7	9160	12280	62	19.2	38-03-34.8	121-52-16.5	NA
2	1/19/2010	520	9.6	7550	10650	60	15.6	38-01-56.8	121-52-06.0	NA
2	1/19/2010	801	9.8	7150	7330	54	19.7	38-02-17.6	121-50-33.1	NA
2	1/19/2010	804	9.8	5280	5850	34	16.8	38-01-04.1	121-47-44.8	NA
2	1/19/2010	809	9.6	1747	1879	59	14.6	38-03-13.0	121-41-33.1	NA
2	1/19/2010	812	9.7	1045	1048	140	8.1	38-05-24.0	121-38-23.7	NA
2	1/19/2010	815	9.8	668	692	110	7.5	38-05-08.9	121-34-16.8	NA
2	1/19/2010	901	9.6	1084	1258	21	70.7	38-02-05.7	121-35-36.8	NA
2	1/19/2010	902	9.6	833	861	84	8.7	38-01-10.0	121-34-56.9	NA
2	1/19/2010	906	9.8	469	473	155	5.2	38-02-57.8	121-30-18.9	NA
2	1/19/2010	910	9.8	478	488	141	4.7	38-00-14.3	121-27-06.4	NA
2	1/19/2010	912	9.9	897	903	137	5.5	37-58-07.1	121-22-18.3	NA
2	1/19/2010	914	9.7	521	524	142	4.3	37-58-01.6	121-31-50.9	NA
2	1/19/2010	915	9.6	785	943	134	6.1	37-56-52.5	121-34-08.6	NA
2	1/19/2010	918	9.6	702	703	102	6.96	37-51-39.8	121-34-08.7	NA
2	1/19/2010	919	10.2	244	245	133	5.4	38-06-19.6	121-29-38.6	NA
2	1/21/2010	405	9.6	18600	25700	35	47.8	38-02-18.6	122-08-54.8	NA
2	1/21/2010	411	9.7	16520	19170	40	32.9	38-03-09.7	122-04-26.9	NA
2	1/21/2010	418	9.6	17330	22830	50	22.3	38-04-00.7	122-05-48.8	NA
2	1/21/2010	504	9.3	12160	12360	70	29.3	38-03-06.5	121-59-06.9	NA
2	1/21/2010	602	9.4	14630	14490	50	16.9	38-06-45.9	122-02-42.6	NA
2	1/21/2010	606	9.6	12780	12840	35	45.6	38-10-09.9	122-01-30.5	NA
2	1/21/2010	609	9.5	10850	11380	47	32.4	38-10-01.7	121-56-10.9	NA
2	1/21/2010	610	9.4	7110	7220	50	23	38-05-40.5	121-53-18.5	NA
2	1/21/2010	703	9.6	875	3052	59	29.1	38-03-09.3	121-47-57.9	NA
2	1/21/2010	704	9.7	627	3634	50	24.6	38-04-00.9	121-47-17.8	NA
2	1/21/2010	705	9.8	295	303	89	13.9	38-05-40.1	121-42-29.0	NA
2	1/21/2010	706	9.6	287	574	60	20.7	38-05-08.7	121-45-03.4	NA
2	1/21/2010	707	9.8	241	244	82	18	38-06-46.0	121-42-34.8	NA
2	1/21/2010	711	9.6	211	214	50	62.6	38-10-37.3	121-39-48.1	NA
2	1/21/2010	716	9.5	286	299	55	59.3	38-14-24.9	121-41-07.8	NA
2	1/21/2010	723	9.6	268	282	40	50.8	38-14-10.8	121-40-23.1	NA
3	2/1/2010	501	9.4	306	319	15	124	38-04-24.5	122-01-29.6	NA
3	2/1/2010	504	9.4	343	351	20	86	38-03-04.4	121-59-00.8	NA
3	2/1/2010	508	9.3	255	255	20	114	38-02-50.1	121-55-02.8	NA
3	2/1/2010	513	9.3	215	216	17	100	38-03-33.4	121-52-18.8	NA
3	2/1/2010	519	9.3	240	271	15	120	38-04-26.4	121-57-30.9	NA
3	2/1/2010	520	9.7	365	369	24	67.3	38-01-59.2	121-52-19.6	NA
3	2/1/2010	801	9.3	280	287	17	82	38-02-19.4	121-50-26.6	NA
3	2/1/2010	804	9.2	379	383	34	56.7	38-01-03.2	121-47-39.6	NA
3	2/1/2010	809	9.4	295	293	20	64.5	38-03-03.6	121-41-41.8	NA
3	2/1/2010	812	9.6	208	209	22	61.1	38-05-22.4	121-38-27.4	NA
3	2/1/2010	815	9.9	251	227	29	40.4	38-05-03.9	121-34-14.5	NA
3	2/1/2010	901	9.5	291	303	34	44.3	38-02-46.5	121-37-07.7	NA
3	2/1/2010	902	9.5	300	450	82	42.4	38-01-09.1	121-34-56.9	NA
3	2/1/2010	906	10.7	346	370	48	21.5	38-02-48.3	121-30-09.7	NA
3	2/1/2010	910	10.9	513	508	46	23.9	38-00-02.5	121-26-56.4	NA
3	2/1/2010	912	10.5	540	560	60	24.5	37-58-05.0	121-22-14.1	NA
3	2/1/2010	914	10	504	507	94	11.8	37-58-08.6	121-31-42.5	NA
3	2/1/2010	915	9.7	531	527	91	10.6	37-56-36.9	121-33-51.8	NA
3	2/1/2010	918	9.8	595	597	113	7.3	37-51-40.9	121-34-11.4	NA
3	2/1/2010	919	10.1	198	200	32	47.3	38-06-19.3	121-29-37.0	NA
3	2/2/2010	405	9.4	800	795	15	214	38-02-21.8	122-08-56.7	NA
3	2/2/2010	418	9.5	687	656	21	153	38-04-02.4	122-05-48.7	NA
3	2/2/2010	602	9.3	311	363	20	119	38-06-44.0	122-02-45.2	NA
3	2/2/2010	606	9.8	4248	4305	21	116	38-10-10.5	122-01-30.1	NA
3	2/2/2010	609	9.9	3591	3790	24	77.7	38-10-02.8	121-56-07.6	NA
3	2/2/2010	610	9.5	857	919	21	99.1	38-05-38.9	121-53-16.1	NA
3	2/2/2010	703	10.4	274	271	22	59.7	38-03-00.7	121-47-50.2	NA
3	2/2/2010	704	10.1	206	216	24	81	38-03-55.6	121-47-22.5	NA
3	2/2/2010	705	9.9	196	188	25	67.7	38-06-04.2	121-42-30.4	NA
3	2/2/2010	706	10.1	217	214	20	84.9	38-05-05.4	121-45-02.4	NA
3	2/2/2010	707	10	199	197	22	68.2	38-07-04.3	121-42-13.4	NA
3	2/2/2010	711	10.1	175	177	26	68.5	38-10-35.1	121-39-42.7	NA
3	2/2/2010	716	10.2	273	274	24	87.4	38-14-18.9	121-41-05.1	NA
3	2/2/2010	723	10.1	256	253	25	84.8	38-14-23.3	121-40-20.8	NA
4	2/16/2010	501	12.1	375	428	26	74.1	38-04-26.5	121-57-30.1	NA
4	2/16/2010	504	12.1	278	283	33	57.7	38-03-01.8	121-58-53.5	NA
4	2/16/2010	508	12	245	248	35	50.8	38-02-49.1	121-55-02.6	NA
4	2/16/2010	513	11.8	249	251	32	45.5	38-03-35.2	121-52-15.3	NA
4	2/16/2010	519	11.8	280	278	30	53.3	38-04-26.6	121-57-31.0	NA
4	2/16/2010	520	12.3	275	274	39	38	38-01-52.1	121-51-44.7	NA
4	2/16/2010	801	11.8	259	264	29	38.8	38-01-02.3	121-47-35.3	NA
4	2/16/2010	804	11.8	278	280	37	38.1	38-02-51.5	121-47-42.2	NA
4	2/16/2010	809	12	301	299	49	26.9	38-03-09.1	121-41-36.9	NA
4	2/16/2010	901	NA	256	NA	46	21.7	38-02-47.3	121-37-04.4	NA
4	2/16/2010	902	NA	309	NA	93	13.6	38-01-07.8	121-34-56.5	NA
4	2/16/2010	906	NA	257	NA	88	21.1	38-02-55.9	121-30-16.5	NA
4	2/16/2010	910	NA	610	NA	100	16.6	38-00-08.9	121-27-02.4	NA
4	2/16/2010	912	NA	643	NA	71	18	37-58-04.5	121-22-13.9	NA
4	2/16/2010	914	NA	452	NA	110	9.7	37-58-08.8	121-31-42.0	NA
4	2/16/2010	915	NA	334	NA	110	11.1	37-56-38.6	121-34-04.9	NA
4	2/16/2010	918	NA	414	NA	115	11.2	37-51-46.6	121-34-15.3	NA
4	2/16/2010	919	NA	239	NA	88	20.5	38-06-18.7	121-29-34.7	NA
4	2/17/2010	405	13.2	3124	4578	32	62.6	38-02-19.3	122-08-50.6	NA
4	2/17/2010	411	12.8	1280	3025	23	60.9	38-03-08.3	122-04-32.2	NA
4	2/17/2010	418	13	730	3357	24	80.6	38-04-03.7	122-05-48.0	NA
4	2/17/2010	602	12.8	452	516	28	60.4	38-06-50.4	122-02-46.4	NA
4	2/17/2010	606	13.8	3502	3540	29	58.7	38-10-11.3	122-01-26.7	NA
4	2/17/2010	609	13.7	2526	2804	37	59.2	38-10-02.1	121-56-09.5	NA
4	2/17/2010	610	12.6	318	355	30	40.3	38-01-52.0	121-51-44.2	NA
4	2/17/2010	703	12.8	248	241	49	33.9	38-02-53.3	121-47-47.0	NA
4	2/17/2010	704	13.5	270	269	53	31.2	38-03-57.8	121-47-20.6	NA
4	2/17/2010	705	13.9	221	239	64	21.6	38-06-10.3	121-42-28.4	NA
4	2/17/2010	706	13.8	263	267	56	28.4	38-05-07.6	121-44-54.8	NA
4	2/17/2010	707	13.4	276	272	42	34	38-07-04.7	121-42-13.3	NA
4	2/17/2010	711	13.1	213	210	49	28.6	38-10-34.8	121-39-38.4	NA
4	2/17/2010	716	14.2	417	416	32	46	38-14-20.8	121-41-05.7	NA
4	2/17/2010	723	14.1	353	354	38	42.7	38-14-17.5	121-40-21.5	NA
4	2/17/2010	812	12.3	225	226	50	32.4	38-05-22.3	121-38-24.4	NA
4	2/17/2010	815	12.4	230	232	62	19.2	38-05-08.8	121-34-20.8	NA
5	3/1/2010	501	12.6	1314	1472	31	29	38-04-24.1	122-01-34.4	NA
5	3/1/2010	504	12.6	639	715	53	263	38-03-02.9	121-59-02.1	NA
5	3/1/2010	508	12.4	396	417	39	28.2	38-02-46.2	121-55-14.1	NA
5	3/1/2010	513	12.2	293	271	40	25.2	38-03-33.0	121-52-12.3	NA
5	3/1/2010	519	12.3	812	1033	32	28.1	38-04-15.8	121-57-36.0	NA
5	3/1/2010	520	12.6	342	391	49	224	38-01-55.3	121-51-52.5	NA
5	3/1/2010	801	12.4	369	367	40	21	38-02-27.0	121-50-35.2	NA
5	3/1/2010	804	12.3	348	347	51	22.7	38-01-01.3	121-47-40.9	NA
5	3/1/2010	809	12.3	277	280	65	18.8	38-03-01.1	121-41-41.4	NA
5	3/1/2010	901	12.4	269	274	62	15.8	38-02-50.0	121-37-20.2	NA
5	3/1/2010	902	12.6	291	289	84	12.2	38-01-15.6	121-34-57.6	NA
5	3/1/2010	906	13.1	426	438	120	6.93	38-02-58.2	121-30-19.6	NA
5	3/1/2010	910	13.7	641	635	105	7.86	38-00-10.6	121-27-03.9	NA
5	3/1/2010	912	13.5	584	588	70	13.8	37-58-00.5	121-22-08.4	NA
5	3/1/2010	914	13	439	436	118	6.04	37-58-09.4	121-31-41.1	NA
5	3/1/2010	915	12.7	328	331	92	10.5	37-56-39.0	121-34-04.4	NA
5	3/1/2010	918	12.8	379	375	100	9.25	37-51-38.5	121-34-08.2	NA
5	3/1/2010	919	12.9	225	226	97	8.77	38-06-22.2	121-29-52.2	NA
5	3/2/2010	405	12.7	3643	3931	20	101	38-02-22.7	122-08-43.2	NA
5	3/2/2010	411	12.8	2699	2806	47	45.9	38-02-16.9	122-08-33.2	NA
5	3/2/2010	418	12.7	3157	3370	26	49.8	38-03-55.9	122-05-59.2	NA
5	3/2/2010	602	12.4	2154	2115	45	32.1	38-06-54.7	122-02-39.5	NA
5	3/2/2010	606	13.2	3683	3704	20	110	38-10-11.9	122-01-39.0	NA
5	3/2/2010	609	12.7	3196	3131	21	80.7	38-10-01.8	121-56-31.2	NA
5	3/2/2010	610	12.7	1566	1491	35	41.4	38-07-23.3	121-53-21.4	NA
5	3/2/2010	703	12.2	282	293	45	16.8	38-03-06.3	121-47-55.4	NA
5	3/2/2010	704	11.6	249	251	34	36.4	38-04-02.6	121-47-16.0	NA
5	3/2/2010	705	11.8	230	227	45	26.4	38-05-52.7	121-42-31.2	NA
5	3/2/2010	706	11.6	251	249	31	36.3	38-05-09.5	121-45-03.4	NA
5	3/2/2010	707	11.6	237	234	34	33.5	38-06-49.7	121-42-33.4	NA
5	3/2/2010	711	11.5	179	179	38	43.6	38-10-38.1	121-39-48.8	NA
5	3/2/2010	716	11.9	308	308	33	31.7	38-14-20.5	121-41-04.9	NA
5	3/2/2010	723	11.8	299	299	42	35.8	38-14-13.3	121-40-23.0	NA
5	3/2/2010	812	12.4	260	258	63	18.8	38-05-22.8	121-38-32.0	NA
5	3/2/2010	815	12.1	238	241	61	15	38-05-04.5	121-34-19.4	NA
6	3/23/2010	501	14.9	5450	5580	20	42.9	38-04-28.1	122-01-40.3	NA
6	3/23/2010	504	15.4	4007	6910	35	24.5	38-03-17.2	121-59-19.1	NA
6	3/23/2010	508	14.7	1517	4484	42	23.5	38-02-45.5	121-55-20.2	NA
6	3/23/2010	513	14.4	968	1371	45	18.9	38-03-51.8	121-52-10.9	NA
6	3/23/2010	519	16.2	1334	2180	35	22.7	38-04-29.5	121-57-37.3	NA
6	3/23/2010	520	14.6	4149	4460	45	16.6	38-01-56.3	121-52-06.8	NA
6	3/23/2010	801	14.3	514	544	50	15.5	38-02-25.1	121-50-37.8	NA
6	3/23/2010	804	14.4	386	431	55	15.9	38-01-07.3	121-47-59.6	NA
6	3/23/2010	809	14	278	275	86	11.2	38-03-06.3	121-41-40.4	NA
6	3/23/2010	901	14.2	274	274	102	7.86	38-02-39.4	121-36-46.7	NA
6	3/23/2010	902	14.3	281	279	50	16.2	38-01-09.4	121-34-56.5	NA
